"pvalue" "adjpvalue" "logFC" "score"
"ABHD12" 0.00249303826083712 0.00830251195003859 0.383772919925496 0.997506961739163
"ABHD12.1" 0.122748918169779 0.212751781540053 0.214360868205427 0.877251081830221
"ABHD12B" 0.00728744446218066 0.0205595468132747 1.11267220616048 0.992712555537819
"ABHD13" 1.04871270583309e-07 1.34569984922227e-06 -0.708309708009565 0.999999895128729
"ABHD13.1" 2.11855572279902e-08 3.34150672597727e-07 -0.769248586580466 0.999999978814443
"ABHD14A" 0.0409076206514176 0.0875696827563922 0.249532598438781 0.959092379348582
"ABHD14A.ACY1" 0.0137715443515519 0.0353131471729747 0.349151266916201 0.986228455648448
"ABHD14B" 0.374943168270712 0.503455428250696 0.0930296405833679 0.625056831729288
"ABHD15" 0.0104035840621344 0.027845397585532 0.271270054875649 0.989596415937866
"ABHD16A" 0.0951461307785871 0.173944046997458 0.171518254508277 0.904853869221413
"ABHD16A.1" 0.787150245039062 0.855823357608889 -0.0721115442527897 0.212849754960938
"ABHD16B" 0.632670574490259 0.735430067856445 0.0678365530853477 0.367329425509741
"ABHD17A" 0.00596781559058475 0.0174127838477023 -0.291306358102032 0.994032184409415
"ABHD17B" 0.412392041465722 0.540190565201531 -0.114996279795598 0.587607958534278
"ABHD17B.1" 0.083605654182651 0.156459221693776 -0.172781038577633 0.916394345817349
"ABHD17C" 0.0805604954594183 0.151949917214287 0.373637597027644 0.919439504540582
"ABHD18" 0.338132006808203 0.466860204996073 0.129053952368432 0.661867993191797
"ABHD18.1" 0.687949304453549 0.780634426615658 0.0371182110884236 0.312050695546451
"ABHD2" 6.69768843980603e-07 6.72852099448332e-06 0.814091597672269 0.999999330231156
"ABHD2.1" 0.351619550053883 0.480350950699787 -0.17967034614738 0.648380449946117
"ABHD3" 0.543187063275023 0.658829754330503 0.106363073395917 0.456812936724977
"ABHD4" 0.00459917816478567 0.0139542024803778 0.248487677659963 0.995400821835214
"ABHD4.1" 0.742188797437901 0.822157196966753 0.0426379791088333 0.257811202562099
"ABHD5" 3.52649859365565e-07 3.88028741098444e-06 -0.641340456646922 0.999999647350141
"ABHD5.1" 2.34888189071204e-09 4.98588597596235e-08 -0.921054150870525 0.999999997651118
"ABHD6" 5.54439448859542e-18 1.82063219020082e-15 -1.52820079849065 1
"ABHD6.1" 1.29072761246203e-15 1.94357906506368e-13 -1.39439566445502 0.999999999999999
"ABHD8" 0.371534244067232 0.499909450140818 0.23931927435345 0.628465755932768
"ABI1" 0.546249993067405 0.661779062143935 -0.057220083846706 0.453750006932595
"ABI1.1" 0.0124108968528808 0.0323445203409128 -0.193368106006429 0.987589103147119
"ABI2" 3.88519378351984e-05 0.000229748224278223 0.485676029783821 0.999961148062165
"ABI2.1" 2.9516718520333e-09 6.05325931731885e-08 -0.716699196720904 0.999999997048328
"ABI3" 0.115237863695479 0.202423818962379 -0.166169880737663 0.884762136304521
"ABI3BP" 0.0448275745864817 0.0942800791229692 -0.637070348212321 0.955172425413518
"ABI3BP.1" 4.79669058655941e-09 9.30489693499478e-08 -1.87532750197819 0.999999995203309
"ABITRAM" 0.146504441062666 0.244667802767339 0.155910505531004 0.853495558937334
"ABL1" 0.00692307499439694 0.019733152998566 -0.275554448203037 0.993076925005603
"ABL2" 0.00697099766642489 0.0198489909526129 0.313536782757566 0.993029002333575
"ABL2.1" 0.474059241926046 0.598225976418853 -0.0747495324731115 0.525940758073954
"ABLIM1" 1.06384644874955e-07 1.36127394181544e-06 -1.05077855263046 0.999999893615355
"ABLIM1.1" 1.79845753938615e-06 1.57966355900643e-05 -0.839484659921924 0.999998201542461
"ABLIM2" 0.00515532605752311 0.0153810514454234 0.602182295978544 0.994844673942477
"ABLIM2.1" 0.0128427550581365 0.0333044042920562 -0.38859831073177 0.987157244941864
"ABLIM3" 1.06710723169298e-10 3.47479182793217e-09 -1.64955142683041 0.999999999893289
"ABO" 0.0820443817743874 0.154194030878771 0.340223437408541 0.917955618225613
"ABO.1" 0.815370554191961 0.87666338173293 0.056683081276788 0.184629445808039
"ABR" 0.321859304238278 0.449837205118417 0.0803010587013402 0.678140695761722
"ABR.1" 0.0322773683125431 0.0718783947510713 -0.278843116418671 0.967722631687457
"ABRA" 0.598504734549173 0.70716809902188 -0.174301911278493 0.401495265450827
"ABRA.1" 0.0915856412037761 0.168580174985407 -0.462147708277366 0.908414358796224
"ABRACL" 1.43106797141609e-06 1.29365696719554e-05 0.710112154075288 0.999998568932029
"ABRAXAS1" 0.0860585177791885 0.160202506800887 -0.166164116657502 0.913941482220812
"ABRAXAS1.1" 0.046412020509844 0.0969837935287739 -0.196540366232207 0.953587979490156
"ABRAXAS2" 0.659313490040031 0.757188149799471 -0.0355465817613404 0.340686509959969
"ABRAXAS2.1" 0.990520510632224 0.994131555357242 -0.000865827477761051 0.00947948936777621
"ABT1" 0.00296671169155601 0.00960305548139657 0.328135565346802 0.997033288308444
"ABTB1" 0.00032758106816747 0.00145339769052652 -1.17052771457736 0.999672418931833
"ABTB1.1" 0.00109981667318026 0.00414369690731655 -0.768165873732587 0.99890018332682
"ABTB2" 0.0968964855004842 0.17654473644586 0.281737585855854 0.903103514499516
"ABTB2.1" 0.764624213685855 0.838827601996779 0.0667769950406045 0.235375786314145
"ABTB3" 0.0258125606371422 0.0595952003528428 0.65911590579708 0.974187439362858
"ABTB3.1" 0.0275424377336717 0.0629117686176751 0.756410904209362 0.972457562266328
"ACAA1" 0.254779481663084 0.376471389142171 0.128005183689075 0.745220518336916
"ACAA1.1" 0.582411195064494 0.693686016758414 0.0579728987915187 0.417588804935506
"ACAA2" 0.00933982549892175 0.0253770256178957 0.606341472982197 0.990660174501078
"ACAA2.1" 0.0236677567536819 0.0555707021297037 -0.328706027943117 0.976332243246318
"ACACA" 0.0274734107324487 0.0627861654798665 0.295176365342072 0.972526589267551
"ACACA.1" 0.000255527920991229 0.00117721661369438 0.764210535680607 0.999744472079009
"ACACB" 0.92677411340829 0.95245959505818 -0.00712467077828854 0.0732258865917104
"ACACB.1" 4.24340370525142e-12 2.13778129365301e-10 -1.46558128327311 0.999999999995757
"ACAD10" 0.00125243280003592 0.00462409319493077 0.276847364326772 0.998747567199964
"ACAD10.1" 0.872574873231777 0.916349869761958 0.0322441124988876 0.127425126768223
"ACAD11" 0.0277805767967257 0.0633924665601775 -0.270373235330373 0.972219423203274
"ACAD8" 3.58937696520327e-06 2.89753826180323e-05 0.982364189378516 0.999996410623035
"ACAD9" 0.267780224470626 0.391430754410688 0.0834777879470657 0.732219775529374
"ACAD9.1" 0.333514582156016 0.461934136429628 0.167003746890305 0.666485417843984
"ACADL" 5.67516752525865e-09 1.07788634774163e-07 -2.45242088993565 0.999999994324832
"ACADL.1" 1.94195669729243e-10 5.79081288672922e-09 -3.11735955272095 0.999999999805804
"ACADM" 0.914635704812216 0.944477443300141 0.00997430207727506 0.0853642951877835
"ACADS" 0.974629601420051 0.983620354547349 -0.003290490671519 0.0253703985799494
"ACADSB" 0.122063881550159 0.211928340658019 0.362189275642375 0.877936118449841
"ACADSB.1" 0.219491479487979 0.335304267782692 -0.294198452728881 0.780508520512021
"ACADVL" 0.458529504657291 0.584146099347222 0.0776090814031042 0.541470495342709
"ACAN" 0.214376136248692 0.329154503603071 -0.253675946858947 0.785623863751308
"ACAN.1" 0.18051066624135 0.288082803313838 0.176207104555763 0.81948933375865
"ACAP1" 0.331627843272054 0.460092485028242 0.162301937551228 0.668372156727946
"ACAP1.1" 0.520324059521535 0.639235169811109 0.248583147828082 0.479675940478465
"ACAP2" 0.475011041602423 0.599121937103709 0.0685970922531709 0.524988958397577
"ACAP2.1" 2.69994243906439e-09 5.60448828459253e-08 -0.463987183063514 0.999999997300058
"ACAP3" 0.015430337538655 0.0388681931253274 0.296670706890149 0.984569662461345
"ACAP3.1" 0.0443217744598898 0.0934759702007504 0.432380492906462 0.95567822554011
"ACAT1" 0.164657587095652 0.268165075368509 -0.4088674869267 0.835342412904348
"ACAT1.1" 0.014608492562523 0.0370997451352557 -0.340224860038687 0.985391507437477
"ACAT2" 0.742545369535794 0.822385064273155 0.0394382209654015 0.257454630464206
"ACBD3" 0.00639153883868102 0.0184379118382992 0.455560955963722 0.993608461161319
"ACBD3.1" 5.70762467431065e-06 4.34650210948133e-05 0.341579143331366 0.999994292375326
"ACBD4" 0.996874917052874 0.998083383450007 0.000374861806980995 0.00312508294712566
"ACBD5" 0.000415885118924011 0.00179010564059917 0.536679417504929 0.999584114881076
"ACBD5.1" 0.904103556937628 0.937610534010694 -0.0129856693275733 0.0958964430623717
"ACBD6" 0.000320293154396396 0.00142500651698886 0.324137220536867 0.999679706845604
"ACBD6.1" 0.472434974408441 0.596766885919814 0.109882994024294 0.527565025591559
"ACCS" 0.790746489196884 0.858481613349147 -0.0452067387976755 0.209253510803116
"ACD" 0.557778643239539 0.672068467295881 -0.0657756765089939 0.442221356760461
"ACE" 0.233650873576682 0.352157159693089 -0.414068813267311 0.766349126423318
"ACE.1" 1.42529667674015e-07 1.75537555013795e-06 -1.35218022004147 0.999999857470332
"ACE2" 0.568460435367094 0.681327579856207 0.232154639845405 0.431539564632906
"ACER1" 0.0168424560441157 0.041784192561658 0.499190454258831 0.983157543955884
"ACER3" 9.56677152662427e-07 9.12324555486859e-06 -0.517992146063807 0.999999043322847
"ACER3.1" 1.53297772560322e-10 4.70510224226529e-09 -0.603732184998517 0.999999999846702
"ACHE" 0.0186836279064095 0.0455965507332729 0.55181638087255 0.98131637209359
"ACHE.1" 0.984663825791972 0.990697795118321 -0.00720752903358716 0.0153361742080285
"ACIN1" 0.00674412401198212 0.0192977532752307 0.209622470202647 0.993255875988018
"ACKR1" 1.21047627802563e-05 8.39906592606635e-05 -2.30836953842319 0.99998789523722
"ACKR2" 0.924076856861304 0.950476063618192 -0.0199422089059102 0.0759231431386957
"ACKR2.1" 0.140098899814117 0.236242994149215 0.40322697866594 0.859901100185883
"ACKR3" 6.87662292773253e-06 5.10802575360785e-05 -1.20566107325635 0.999993123377072
"ACKR4" 1.72033438675854e-10 5.19243784176126e-09 -1.95072703659383 0.999999999827967
"ACLY" 0.147145076961714 0.245572167815291 0.139007037435049 0.852854923038286
"ACLY.1" 0.0397074766205404 0.0854367470824053 0.212038711112246 0.96029252337946
"ACMSD" 0.0060645064814551 0.0176495594396219 1.34886990699587 0.993935493518545
"ACO1" 0.0808001373885409 0.152296524517613 0.264003262868448 0.919199862611459
"ACO1.1" 0.308071172832792 0.435231174349872 -0.143234723077784 0.691928827167208
"ACO2" 0.127564683424556 0.219161336783678 0.202507814424825 0.872435316575444
"ACOD1" 0.346881125268706 0.475517808530258 0.196703024891995 0.653118874731294
"ACOT1" 0.324763836860032 0.45312984404731 -0.153677657160205 0.675236163139968
"ACOT11" 0.229346842105457 0.346883916847072 0.414260848742367 0.770653157894543
"ACOT11.1" 5.00614722540779e-06 3.870710429177e-05 1.65737386403692 0.999994993852775
"ACOT12" 0.885226445992394 0.925556642456577 0.0409479046518145 0.114773554007606
"ACOT13" 1.47951302686843e-07 1.8131352314433e-06 0.821867501603156 0.999999852048697
"ACOT4" 0.0184531640369347 0.0451473057295024 0.472252007062006 0.981546835963065
"ACOT6" 0.901389586109461 0.935877169792882 -0.0367460540805108 0.0986104138905393
"ACOT7" 0.858549399064928 0.906616190295025 0.0256809466744769 0.141450600935072
"ACOT7.1" 0.852178448458143 0.902335804690236 0.0284746945918184 0.147821551541857
"ACOT8" 0.547950931951675 0.663131606550976 0.0514094525615895 0.452049068048325
"ACOT8.1" 0.0388146019924249 0.0838005251745347 0.411315854455891 0.961185398007575
"ACOT9" 0.73098282513734 0.813455066487089 0.0342991923590551 0.26901717486266
"ACOT9.1" 5.18335628595205e-06 3.98961806194925e-05 -0.452525554493067 0.999994816643714
"ACOX1" 4.41850901255768e-05 0.000256226517313318 0.548430869041535 0.999955814909874
"ACOX1.1" 0.000416625602379264 0.00179272668027263 0.486548438916793 0.999583374397621
"ACOX2" 0.341744703829749 0.470464284416598 0.193168464614004 0.658255296170251
"ACOX3" 0.196288323684595 0.307232427612912 0.183663383673488 0.803711676315405
"ACOX3.1" 0.449825592528341 0.575992319678643 0.0938407716177681 0.550174407471659
"ACOXL" 0.0400064779508436 0.0859715017385668 -0.773715251565562 0.959993522049156
"ACOXL.1" 0.00172206400024114 0.00608358448821416 -1.07714157893014 0.998277935999759
"ACP1" 0.340091718323184 0.468780649516936 -0.205524181294768 0.659908281676816
"ACP1.1" 0.130690454527661 0.223643394120135 0.133379228755182 0.86930954547234
"ACP2" 0.00197147080612632 0.00680760633738413 0.408942880600514 0.998028529193874
"ACP3" 0.800838064599886 0.866350776004997 0.0493110714194484 0.199161935400114
"ACP3.1" 0.00102365108798107 0.00389713792469953 0.707488628120798 0.998976348912019
"ACP4" 0.0686684305158624 0.133444425932965 0.199685691336276 0.931331569484138
"ACP5" 0.00758623731896009 0.0212653397231572 -0.584611035633337 0.99241376268104
"ACP6" 1.93905339712976e-09 4.24489159347563e-08 1.05213879331834 0.999999998060947
"ACP6.1" 9.8383439699476e-05 0.000510847904173979 0.643085381010898 0.999901616560301
"ACR" 0.162106605972267 0.264817522523025 0.414217438351273 0.837893394027733
"ACRBP" 0.712638134076018 0.799331344674344 -0.0368910613684701 0.287361865923982
"ACRBP.1" 0.0735629113827372 0.141164342021862 -0.6373508228152 0.926437088617263
"ACRV1" 0.13496425868544 0.229301263587563 0.28374773765735 0.86503574131456
"ACRV1.1" 0.100648130605315 0.18195574420588 0.211010977655514 0.899351869394685
"ACSBG1" 0.321261308843768 0.449370129460452 -0.440798011949405 0.678738691156232
"ACSBG1.1" 0.913429231768888 0.943691054617378 -0.0278627305934099 0.0865707682311116
"ACSBG2" 0.54298603680259 0.658673866523705 -0.172092983493832 0.45701396319741
"ACSF2" 0.00536156693860574 0.0158836420556195 0.47883398454411 0.994638433061394
"ACSF3" 0.153062539211649 0.253384323749605 0.519378386175629 0.846937460788351
"ACSF3.1" 0.562828247816528 0.676225802736922 0.138443504111678 0.437171752183472
"ACSL1" 0.104168083376866 0.186928347427948 -0.26531027086577 0.895831916623134
"ACSL1.1" 0.0898766585625049 0.166006257056185 -0.32572591804874 0.910123341437495
"ACSL3" 0.00828006912637881 0.0229016931235493 -0.256277489139966 0.991719930873621
"ACSL3.1" 0.0616446919957849 0.122208763481606 0.225346775972053 0.938355308004215
"ACSL4" 0.000139450768081037 0.000695086079745549 -0.658230267639305 0.999860549231919
"ACSL5" 0.0157161675549357 0.0394387392238076 0.635206145359911 0.984283832445064
"ACSL5.1" 1.83979320780749e-06 1.61181497521033e-05 1.16299701572633 0.999998160206792
"ACSL6" 0.621017013284508 0.726506701311928 0.109108882097494 0.378982986715492
"ACSL6.1" 0.389418344262208 0.518444557095862 0.239845793539109 0.610581655737792
"ACSM1" 0.243791923615849 0.363686309696222 0.418508386251399 0.756208076384151
"ACSM2A" 0.520236673643081 0.63915662369916 -0.175167448394399 0.479763326356919
"ACSM2A.1" 0.987340087574438 0.992364719063366 -0.00457643383567571 0.0126599124255622
"ACSM2B" 0.758088706748797 0.833974074770472 -0.108087544245143 0.241911293251203
"ACSM3" 0.0611300739987226 0.121391633284895 0.676202910565398 0.938869926001277
"ACSM3.1" 0.100971424737409 0.182382939970713 0.496320548181986 0.899028575262591
"ACSM5" 0.273279983914802 0.397727663886257 -0.185936083009427 0.726720016085198
"ACSM5.1" 0.109468627592488 0.194255319033352 -0.375273161706514 0.890531372407512
"ACSS1" 0.987501605280419 0.992453860832546 0.00313506615661609 0.0124983947195808
"ACSS2" 0.485639026690912 0.608052722917163 0.130359129368353 0.514360973309088
"ACSS3" 0.0274761404686064 0.0627871391357314 -0.423697962486087 0.972523859531394
"ACSS3.1" 1.12643149427684e-06 1.05212098617256e-05 -1.11949560907117 0.999998873568506
"ACTA1" 0.98978167103366 0.993792574839654 -0.0037285003449162 0.0102183289663402
"ACTA2" 0.0273904110358959 0.0626431066315908 -0.364718592890613 0.972609588964104
"ACTB" 0.0139934889996373 0.0357745561096627 0.115239710044318 0.986006511000363
"ACTB.1" 0.0211629300511608 0.0506183114124079 0.101780626287785 0.978837069948839
"ACTC1" 0.170329050469666 0.275226463657416 -0.337120859449441 0.829670949530334
"ACTG1" 0.000907917349606575 0.00351146407883173 0.166433171680854 0.999092082650393
"ACTG1.1" 0.00286996969790452 0.00932984326490647 0.153399268161469 0.997130030302095
"ACTG2" 5.9751100814525e-06 4.53120827128514e-05 -1.51709853695178 0.999994024889919
"ACTL10" 1.13149416442828e-08 1.93833271222457e-07 0.842865095085901 0.999999988685058
"ACTL6A" 0.00511543425799003 0.0152865443988418 0.279431381249536 0.99488456574201
"ACTL6B" 0.410740833326006 0.538648963686682 0.321951809608017 0.589259166673994
"ACTL6B.1" 0.910647235031833 0.941972641867132 0.0146200711967758 0.0893527649681672
"ACTL7A" 0.119094022990878 0.207997559348014 0.481753033378607 0.880905977009122
"ACTL7B" 0.0218348139314042 0.0519336638188691 0.624164768930165 0.978165186068596
"ACTL8" 0.639506413380448 0.740997674376503 -0.120451344175486 0.360493586619552
"ACTL9" 0.961010256606274 0.974961270940033 -0.0189495116921548 0.0389897433937261
"ACTN1" 0.846035362124177 0.897893877975543 0.0226342968838485 0.153964637875823
"ACTN1.1" 0.898074151287779 0.933809361870457 -0.0197917715579081 0.101925848712221
"ACTN2" 1.38558323554449e-11 5.85489474182406e-10 -2.50670210769775 0.999999999986144
"ACTN2.1" 0.0170374723795084 0.0422142099730455 -0.36526711266104 0.982962527620492
"ACTN3" 0.70721336365149 0.79514138598595 -0.115673280819884 0.29278663634851
"ACTN4" 0.514075017916017 0.633939850394366 -0.0622752124790132 0.485924982083983
"ACTR10" 0.187577588888562 0.296923404876162 0.105081367330053 0.812422411111438
"ACTR1A" 0.0633976522904077 0.125038209217386 -0.19811954432334 0.936602347709592
"ACTR1A.1" 0.00766753030005264 0.0214534994690416 -0.203438323840031 0.992332469699947
"ACTR1B" 0.535254965065026 0.652349493960956 -0.0474797100692831 0.464745034934974
